,Unnamed: 0,similarity,sentence1,sentence2,label
4275,4275,contradiction,Three girls pose for a picture and one of the girls kisses the others cheek.,Three girls are running.,0
4276,4276,entailment,A male cook is using his apron as a backdrop to display the dish he has prepared on the grill.,There is an apron.,1
4277,4277,entailment,A girl in blue is jumping on the shore as small waves approach her.,A girl is jumping on the shore.,1
4278,4278,contradiction,Women in orange and yellow uniforms play roller derby.,The uniforms are black and blue.,0
4279,4279,entailment,Little boy smiling on the stairs.,Little boy on steps.,1
4280,4280,neutral,"A young girl, blond and wearing a polka-dot shirt, washes a stuffed animal in a vanity sink.",A girl is cleaning her stuffed bear.,2
4281,4281,contradiction,"A young girl in a yellow dance, dancing on a stage with a baseball field in the background.",A girl is playing with her Barbies in her bedroom,0
4282,4282,entailment,A person is coming down a yellow water slide into a pool.,a person is slides down into the pool,1
4283,4283,neutral,Several young adults sit in a room with a projector on the ceiling.,Some people are watching a movie.,2
4284,4284,neutral,A boy is shaving a African American's hair in a home setting he has clothing over him so he does n't get hair on himself.,A boy shaves a man's head.,2
4285,4285,neutral,A man in a yellow work helmet has a rope in his hand.,A man wearing a helmet is working on construction.,2
4286,4286,contradiction,Two women carrying grain on their head.,Two women bake a cake to celebrate a birthday party.,0
4287,4287,entailment,Three young girls in white dresses run in a park.,There are girls in a park.,1
4288,4288,contradiction,A woman is looking at a city map.,A woman uses GPS in her car.,0
4289,4289,contradiction,A woman in a white shirt and gray skirt if standing under a white umbrella.,A woman in a pantsuit stands outside without an umbrella.,0
4290,4290,entailment,A little boy wearing a green and white shirt with orange pants is helping another little boy sweep leaves from a road while two adult onlookers stand nearby.,There are children outdoors.,1
4291,4291,contradiction,A man wearing a suit is standing in a group of people.,A man wearing a suit is sitting on the bench.,0
4292,4292,neutral,A man in a uniform sits on a chair with a rifle at his side.,A man examining his rifle for wear.,2
4293,4293,contradiction,"A group of people wearing white, orange and yellow outfits pose for a picture with a burning effigy in the background.",A group of people burn a picture in the background.,0
4294,4294,entailment,A spray painted car carrying a container strapped to the top.,two girls were ther,1
4295,4295,contradiction,"A group of white male sailors, senior officers in tan and black shirts, and a lower ranked, black sailor, dressed in the traditional white pants suit with blue tie, walking past a sushi restaurant.",some sailors sleep,0
4296,4296,contradiction,A girl in red standing on the sand while the girl in blue scratches her back while sitting on the sand.,the girl painted her barn blue,0
4297,4297,contradiction,A formal band performing their works.,The band is eating dinner.,0
4298,4298,neutral,A small group of people look at an artistic water fountain.,A group of kids look at a fountain.,2
4299,4299,entailment,Two young women in blue aprons work in a Baskin Robbins as one wearing glasses prepares a milkshake.,There are women.,1
4300,4300,neutral,A woman holding a boombox.,A sad woman holding a boombox.,2
4301,4301,entailment,The two black dogs are running through the grass.,Two dogs are running together.,1
4302,4302,neutral,A young man and an old woman are walking along a sidewalk next to a wall with graffiti on it.,The woman is close friends with the young man.,2
4303,4303,neutral,A man wearing a hat is juggling three balls.,A clown is entertaining a crowd by doing tricks.,2
4304,4304,neutral,Several people are sitting on a park bench at the playground.,A group of men are sitting by a playground.,2
4305,4305,neutral,Two large dogs frolic in a grassy field.,Two big dogs are racing to catch a rabbit in a field.,2
4306,4306,neutral,A group of people in orange costumes stand around large packages.,A group of prison inmates opening food boxes.,2
4307,4307,contradiction,A man with a beard and white shirt talks to a woman in green outside in the street.,there is  married couple,0
4308,4308,contradiction,Biker with helmet riding a green dirt bike midair.,The man is washing his bike.,0
4309,4309,neutral,A lady wearing a black coat is walking a dog on the street and the other people are walking and standing in front of the building.,The other people are in line for something in the building.,2
4310,4310,entailment,An older gentleman wearing a black and red costume and top hat is talking to group of bystanders in front of a castle.,A man with a top hat is in front of a castle.,1
4311,4311,entailment,Many people are eating in a crowded restaurant.,people are eating at a restaurant,1
4312,4312,neutral,A white child brushing her hair.,kid combing their hair,2
4313,4313,neutral,Three people are riding longboards down a hill in full leather suits and helmets.,They are altheltes,2
4314,4314,entailment,A woman sits on a couch with her feet up and her back to a wood wall with a computer in her lap starring at the screen.,A woman is sitting on a couch with her laptop,1
4315,4315,contradiction,A couple is riding a bicycle built for two.,Couple is fighting,0
4316,4316,entailment,Two workers in uniform are standing next to some heavy machinery.,Two workers next to some machines.,1
4317,4317,contradiction,A male with a beard is playing a guitar.,A clean-shaven male is playing a guitar.,0
4318,4318,contradiction,A young woman sits near a fountain.,The woman is walling.,0
4319,4319,neutral,"Two street musicians, one wearing a mini leather cowboy hat, white t-shirt and black pants, holds a banjo while the other wears a orange shirt and black jeans leans against a fire hydrant."," Two street musicians, one wearing a mini leather cowboy hat and smiling.",2
4320,4320,contradiction,A man in a striped shirt is dancing with a woman in a white dress.,A man and woman are naked dancing.,0
4321,4321,neutral,men wearing hats and coats are walking together,The hats are red.,2
4322,4322,entailment,Girl in pink striped mittens laughing in a crowd.,The girl is enjoying herself.,1
4323,4323,entailment,A little girl with a knit hat laying on a pillow propping her head up with her hands.,A child is laying down.,1
4324,4324,neutral,A man wearing a blue shirt is in a room full of bicycle tires while fixing the tire on a bike.,A man is being paid to fix a bike tire.,2
4325,4325,contradiction,A man wearing a white head wrap is pealing the green outer layer off some sort of tropical fruit.,A man is watching tv,0
4326,4326,contradiction,a man is sitting a lamb and a llama.,A man is tending a flock of pigs.,0
4327,4327,contradiction,Customers interacting and watching television in a bar.,the customers are sleeping,0
4328,4328,entailment,A dog with a stick in its mouth runs through the rocks in shallow water.,An animal running,1
4329,4329,contradiction,A boy in an orange shirt and baseball cap sits in a grassy field next to a black ball.,A boy runs through the corn field.,0
4330,4330,neutral,A large amount of people carrying flags attending an event.,They were happy.,2
4331,4331,entailment,A woman is helping a child put on or take off a boot or ice skate.,A woman is helping a kid with their shoe.,1
4332,4332,entailment,Woman dressed in red standing in front of air force men standing in the background.,A woman in red stands in front of air force men.,1
4333,4333,neutral,Three people skiing behind one another in snow.,Friends create a ski conga line.,2
4334,4334,contradiction,A man holding up another with his back.,Two men walk side by side down the road.,0
